Battery capacity (mAh),Screen size (inches),Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Number of SIMs,Price,Touchscreen,Wi-Fi,Bluetooth,GPS,3G,4G/ LTE,Operating system_Android,Operating system_BlackBerry,Operating system_Cyanogen,Operating system_Sailfish,Operating system_Tizen,Operating system_Windows,Operating system_iOS,Brand_Alcatel,Brand_Apple,Brand_Asus,Brand_BlackBerry,Brand_Coolpad,Brand_Gionee,Brand_Google,Brand_HTC,Brand_Honor,Brand_Huawei,Brand_InFocus,Brand_Infinix,Brand_Intex,Brand_Itel,Brand_Karbonn,Brand_LG,Brand_Lava,Brand_Lenovo,Brand_Lyf,Brand_Meizu,Brand_Micromax,Brand_Motorola,Brand_Nokia,Brand_Nubia,Brand_OnePlus,Brand_Oppo,Brand_Other,Brand_Panasonic,Brand_Realme,Brand_Samsung,Brand_Sony,Brand_Swipe,Brand_Tecno,Brand_Videocon,Brand_Vivo,Brand_Xiaomi,Brand_Xolo,Brand_Yu,Brand_Zen,Brand_Ziox,Brand_Zopo,Brand_iBall,Brand_iVoomi
0.3987975951903808,0.6170212765957448,0.25,0.2727272727272727,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.12037037037037036,0.10416666666666666,0.0,6449,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16833667334669336,0.4042553191489362,0.125,0.13636363636363635,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.046296296296296294,0.10416666666666666,1.0,5599,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3186372745490982,0.6170212765957448,0.4375,0.4545454545454545,0.7777777777777777,0.24597855227882037,0.031128891111388925,0.12037037037037036,0.2708333333333333,1.0,6000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7995991983967935,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.07407407407407407,0.10416666666666666,1.0,4400,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2985971943887775,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.24597855227882037,0.06238279784973122,0.12037037037037036,0.16666666666666666,1.0,4399,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2985971943887775,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.07407407407407407,0.10416666666666666,1.0,6199,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27855711422845686,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.07407407407407407,0.16666666666666666,1.0,6999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37875751503006017,0.5106382978723405,0.4375,0.4545454545454545,0.7777777777777777,0.24597855227882037,0.06238279784973122,0.14814814814814814,0.16666666666666666,1.0,9799,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2885771543086172,0.5106382978723405,0.125,0.15170454545454545,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.046296296296296294,0.10416666666666666,1.0,3999,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5450901803607214,0.8127659574468085,0.4375,0.5738636363636364,0.7777777777777777,0.6648793565683646,0.49993749218652334,0.14814814814814814,0.5208333333333333,1.0,59090,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08817635270541083,0.04255319148936165,0.0625,0.04545454545454544,0.0,0.03753351206434316,0.0008751093886735842,0.046296296296296294,0.0,0.0,7500,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43887775551102204,0.6063829787234043,0.25,0.3181818181818181,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.12037037037037036,0.10416666666666666,1.0,4999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2985971943887775,0.6170212765957448,0.25,0.2727272727272727,0.3333333333333333,0.24597855227882037,0.031128891111388925,0.12037037037037036,0.10416666666666666,1.0,4790,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7995991983967935,0.7234042553191489,0.25,0.3181818181818181,0.7777777777777777,0.3297587131367292,0.12489061132641581,0.12037037037037036,0.16666666666666666,1.0,8890,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0781563126252505,0.2978723404255319,0.125,0.13636363636363635,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.018518518518518517,0.0062499999999999995,1.0,2590,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2985971943887775,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.046296296296296294,0.10416666666666666,1.0,5429,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5991983967935872,0.7659574468085106,0.625,0.8181818181818181,0.7777777777777777,0.6648793565683646,0.249906238279785,0.1111111111111111,0.20833333333333331,1.0,66999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09819639278557116,0.2978723404255319,0.125,0.13636363636363635,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.046296296296296294,0.041666666666666664,1.0,3599,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5991983967935872,0.6063829787234043,0.25,0.3181818181818181,0.7777777777777777,0.16219839142091153,0.031128891111388925,0.1111111111111111,0.10416666666666666,1.0,5499,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5991983967935872,0.7659574468085106,0.25,0.3352272727272727,0.7777777777777777,0.24597855227882037,0.06238279784973122,0.1111111111111111,0.16666666666666666,0.0,12999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3987975951903808,0.6595744680851066,0.25,0.3181818181818181,0.7777777777777777,0.16219839142091153,0.06238279784973122,0.12037037037037036,0.16666666666666666,1.0,6999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26853707414829664,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.07407407407407407,0.10416666666666666,1.0,6600,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4108216432865731,0.6808510638297873,0.4375,0.5568181818181818,0.7777777777777777,0.3297587131367292,0.12489061132641581,0.14814814814814814,0.3333333333333333,1.0,8999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7995991983967935,0.6170212765957448,0.25,0.2727272727272727,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.12037037037037036,0.10416666666666666,1.0,4999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3987975951903808,0.6170212765957448,0.4375,0.4545454545454545,0.3333333333333333,0.4973190348525469,0.12489061132641581,0.14814814814814814,0.16666666666666666,1.0,20999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2585170340681363,0.5106382978723405,0.25,0.2727272727272727,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.046296296296296294,0.10416666666666666,1.0,3399,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2585170340681363,0.6170212765957448,0.25,0.2727272727272727,0.3333333333333333,0.16219839142091153,0.031128891111388925,0.07407407407407407,0.10416666666666666,1.0,4598,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.19839679358717435,0.44680851063829796,0.125,0.13636363636363635,0.3333333333333333,0.07841823056300268,0.007688461057632204,0.046296296296296294,0.041666666666666664,1.0,8999,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19839679358717435,0.5106382978723405,0.5416666666666666,0.11363636363636362,0.3333333333333333,0.07841823056300268,0.015501937742217779,0.07407407407407407,0.06666666666666667,1.0,3279,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6993987975951904,0.8361702127659576,0.4375,0.5738636363636364,0.7777777777777777,0.4973190348525469,0.12489061132641581,0.5925925925925926,0.41666666666666663,1.0,13999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5390781563126252,0.8085106382978724,0.4375,0.5738636363636364,0.7777777777777777,0.6648793565683646,0.249906238279785,0.1111111111111111,0.5208333333333333,1.0,21299,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6993987975951904,0.8659574468085107,0.4375,0.5909090909090908,0.7777777777777777,0.4973190348525469,0.12489061132641581,0.5925925925925926,0.41666666666666663,1.0,15999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4589178356713427,0.7234042553191489,0.25,0.3295454545454545,0.3333333333333333,0.3297587131367292,0.12489061132641581,0.12037037037037036,0.16666666666666666,0.0,11999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33867735470941884,0.5531914893617023,0.4375,0.4545454545454545,0.5555555555555556,0.16219839142091153,0.031128891111388925,0.11388888888888889,0.10416666666666666,0.0,25990,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2885771543086172,0.5531914893617023,0.4375,0.4545454545454545,0.7777777777777777,0.16219839142091153,0.031128891111388925,0.12037037037037036,0.10416666666666666,0.0,4490,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4589178356713427,0.7829787234042553,0.4375,0.5568181818181818,0.7777777777777777,0.4973190348525469,0.12489061132641581,0.14814814814814814,0.3333333333333333,1.0,34999,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40280561122244496,0.6170212765957448,0.25,0.2727272727272727,0.7777777777777777,0.3297587131367292,0.06238279784973122,0.12037037037037036,0.16666666666666666,1.0,12000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15831663326653303,0.2978723404255319,0.125,0.15170454545454545,0.3333333333333333,0.07841823056300268,0.031128891111388925,0.046296296296296294,0.027083333333333334,1.0,2690,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5390781563126252,0.7829787234042553,0.8541666666666666,0.5397727272727272,0.7777777777777777,0.4973190348525469,0.12489061132641581,0.14814814814814814,0.5,1.0,20800,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7094188376753507,0.7234042553191489,0.4375,0.4545454545454545,0.7777777777777777,0.3297587131367292,0.12489061132641581,0.12037037037037036,0.41666666666666663,1.0,994,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7995991983967935,0.8085106382978724,0.4375,0.5738636363636364,0.7777777777777777,0.24597855227882037,0.06238279784973122,0.12037037037037036,0.3333333333333333,1.0,9499,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19839679358717435,0.4042553191489362,0.125,0.15170454545454545,0.3333333333333333,0.03753351206434316,0.015501937742217779,0.046296296296296294,0.027083333333333334,1.0,2799,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.19839679358717435,0.5106382978723405,0.125,0.15170454545454545,0.3333333333333333,0.03753351206434316,0.015501937742217779,0.07407407407407407,0.041666666666666664,1.0,3699,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16252505010020038,0.44680851063829796,0.265625,0.28806818181818183,0.5555555555555556,0.16219839142091153,0.12489061132641581,0.1111111111111111,0.14583333333333331,0.0,36999,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5991983967935872,0.5531914893617023,0.4375,0.4545454545454545,0.7777777777777777,0.24597855227882037,0.06238279784973122,0.12037037037037036,0.16666666666666666,1.0,6990,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
